dr_name,dataset_name,n_components,n_neighbors,accuracy,precision,recall,f1_score,n_instances
ISOMAP,Heart,8,9,0.6847826086956522,0.6929824561403509,0.7745098039215687,0.7314814814814816,734.0
ISOMAP,Heart,8,27,0.7119565217391305,0.7168141592920354,0.7941176470588235,0.7534883720930233,734.0
ISOMAP,Parkinsons,2,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,2,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,2,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,4,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,4,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,4,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,6,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,6,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,6,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,8,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,8,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,8,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,10,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,10,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,Parkinsons,10,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
ISOMAP,StayHospital,2,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,2,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,2,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,4,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,4,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,4,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,6,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,6,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,6,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,8,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,8,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,8,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,10,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,10,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,10,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,12,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,12,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,12,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,14,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,14,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,14,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,16,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,16,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,16,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,18,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,18,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,18,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,20,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,20,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,20,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,22,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,22,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,22,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,24,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,24,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,StayHospital,24,89,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
ISOMAP,Zoo,2,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,2,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,2,8,0.8571428571428571,0.9166666666666666,0.8571428571428571,0.8049886621315193,80.0
ISOMAP,Zoo,4,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,4,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,4,8,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,6,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,6,4,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,Zoo,6,8,0.9523809523809524,0.9642857142857144,0.9523809523809524,0.9319727891156462,80.0
ISOMAP,BuyCoupon,2,9,0.5668111943240047,0.5685177786656013,0.9868238557558946,0.7214195183776932,10147.0
ISOMAP,BuyCoupon,2,21,0.5644461962948364,0.5676978706307754,0.9798890429958392,0.7189010429916051,10147.0
ISOMAP,BuyCoupon,2,100,0.5656286953094206,0.5676751592356688,0.9889042995839112,0.7212948912493677,10147.0
ISOMAP,BuyCoupon,5,9,0.5660228616476153,0.5693935693935694,0.9701803051317616,0.7176199025391126,10147.0
ISOMAP,BuyCoupon,5,21,0.5664170279858101,0.5700819672131148,0.9646324549237172,0.7166409067490983,10147.0
ISOMAP,BuyCoupon,5,100,0.5750886874260938,0.5785159620362381,0.9299583911234396,0.7132978723404255,10147.0
ISOMAP,BuyCoupon,8,9,0.5821836815135988,0.5846631205673759,0.9147018030513177,0.7133585722011899,10147.0
ISOMAP,BuyCoupon,8,21,0.5861253448955459,0.5897435897435898,0.8932038834951457,0.7104247104247104,10147.0
ISOMAP,BuyCoupon,8,100,0.5877020102483248,0.5918367346938775,0.8848821081830791,0.7092829349638688,10147.0
ISOMAP,BuyCoupon,11,9,0.5959795033504138,0.5963938973647711,0.8945908460471568,0.7156726768377254,10147.0
ISOMAP,BuyCoupon,11,21,0.5940086716594403,0.5968045112781954,0.8807212205270458,0.7114845938375349,10147.0
ISOMAP,BuyCoupon,11,100,0.5912495072920773,0.5977788507967166,0.8585298196948682,0.7048107031027611,10147.0
ISOMAP,BuyCoupon,14,9,0.5928261726448562,0.5962352941176471,0.8786407766990292,0.7104008971124194,10147.0
ISOMAP,BuyCoupon,14,21,0.5971620023649981,0.5988700564971752,0.8821081830790569,0.7134043746494673,10147.0
ISOMAP,FakeWebsite,2,9,0.841248303934871,0.891459074733096,0.8139723801787165,0.8509554140127389,8844.0
ISOMAP,FakeWebsite,2,20,0.8842152872003618,0.8921962992759453,0.90089358245329,0.8965238480194018,8844.0
ISOMAP,FakeWebsite,2,94,0.8955223880597015,0.9025764895330112,0.9106417546709992,0.9065911847957946,8844.0
ISOMAP,FakeWebsite,4,9,0.9099954771596562,0.9114832535885168,0.9285134037367994,0.9199195171026158,8844.0
ISOMAP,FakeWebsite,4,20,0.9086386250565356,0.9073634204275536,0.9309504467912266,0.9190056134723336,8844.0
ISOMAP,FakeWebsite,4,94,0.9045680687471732,0.9106280193236715,0.9187652315190902,0.914678528103518,8844.0
ISOMAP,FakeWebsite,6,9,0.9163274536408864,0.9131121642969984,0.9390739236393176,0.9259110933119742,8844.0
ISOMAP,FakeWebsite,6,20,0.9154228855721394,0.9136291600633916,0.9366368805848904,0.92498997192138,8844.0
ISOMAP,FakeWebsite,6,94,0.9199457259158752,0.924315619967794,0.9325751421608448,0.9284270117266478,8844.0
ISOMAP,FakeWebsite,8,9,0.9258254183627318,0.92442322991249,0.9439480097481722,0.9340836012861736,8844.0
ISOMAP,FakeWebsite,8,20,0.9240162822252376,0.9168627450980392,0.949634443541836,0.9329608938547486,8844.0
ISOMAP,FakeWebsite,8,94,0.929895974672094,0.9222919937205653,0.9545085296506904,0.93812375249501,8844.0
ISOMAP,FakeWebsite,10,9,0.9280868385345996,0.9274322169059012,0.9447603574329814,0.9360160965794768,8844.0
ISOMAP,FakeWebsite,10,20,0.9303482587064676,0.9230164964650432,0.9545085296506904,0.9384984025559104,8844.0
ISOMAP,FakeWebsite,10,94,0.9317051108095884,0.9272151898734176,0.9520714865962632,0.9394789579158316,8844.0
ISOMAP,FakeWebsite,12,9,0.9312528267752148,0.9291964996022276,0.9488220958570268,0.9389067524115756,8844.0
ISOMAP,FakeWebsite,12,20,0.9348710990502036,0.9236165237724084,0.9626320064987814,0.9427207637231504,8844.0
LLE,AcademicSuccess,2,8,0.5005649717514125,0.7502824858757062,0.5005649717514125,0.335208643076618,3539.0
LLE,AcademicSuccess,2,15,0.5932203389830508,0.6799097555564995,0.5932203389830508,0.5153927229301108,3539.0
LLE,AcademicSuccess,2,59,0.519774011299435,0.6565833426681488,0.519774011299435,0.3921229092397043,3539.0
LLE,AcademicSuccess,4,8,0.6237288135593221,0.6929819737174476,0.6237288135593221,0.5576127906914436,3539.0
LLE,AcademicSuccess,4,15,0.6418079096045197,0.7299183735793905,0.6418079096045197,0.5669296411131183,3539.0
LLE,AcademicSuccess,4,59,0.6576271186440678,0.650400742852858,0.6576271186440678,0.5975349559967251,3539.0
LLE,AcademicSuccess,6,8,0.6248587570621469,0.6942021408459733,0.6248587570621469,0.558786114109368,3539.0
LLE,AcademicSuccess,6,15,0.6497175141242938,0.6257602375355685,0.6497175141242938,0.5827276066834626,3539.0
LLE,AcademicSuccess,6,59,0.6915254237288135,0.6380248405004845,0.6915254237288135,0.6306806624958936,3539.0
LLE,AcademicSuccess,8,8,0.6418079096045197,0.6399636569128094,0.6418079096045197,0.5805820537467948,3539.0
LLE,AcademicSuccess,8,15,0.6610169491525424,0.6434028625470773,0.6610169491525424,0.5941963576428688,3539.0
LLE,AcademicSuccess,8,59,0.7005649717514124,0.6745003961125182,0.7005649717514124,0.6442607716046406,3539.0
LLE,AcademicSuccess,10,8,0.6598870056497175,0.7685590247200232,0.6598870056497175,0.5866148045147632,3539.0
LLE,AcademicSuccess,10,15,0.6666666666666666,0.6515717967342028,0.6666666666666666,0.6038404474300448,3539.0
LLE,AcademicSuccess,10,59,0.7062146892655368,0.7021795489086419,0.7062146892655368,0.6632791444568661,3539.0
LLE,AcademicSuccess,12,8,0.6644067796610169,0.7726414770134022,0.6644067796610169,0.5902047815783199,3539.0
LLE,AcademicSuccess,12,15,0.6655367231638418,0.6573297311512225,0.6655367231638418,0.6061151883827158,3539.0
LLE,AcademicSuccess,12,59,0.7107344632768362,0.6766857435117389,0.7107344632768362,0.672833041152937,3539.0
LLE,AcademicSuccess,14,8,0.6655367231638418,0.7706468473367776,0.6655367231638418,0.5916022428844404,3539.0
LLE,AcademicSuccess,14,15,0.6689265536723163,0.6508157564344006,0.6689265536723163,0.6095436476511995,3539.0
LLE,AcademicSuccess,14,59,0.7186440677966102,0.6891808246823349,0.7186440677966102,0.6826515226604434,3539.0
LLE,AcademicSuccess,16,8,0.6610169491525424,0.5870562123681513,0.6610169491525424,0.5884353933804888,3539.0
LLE,AcademicSuccess,16,15,0.6621468926553672,0.6284970514183282,0.6621468926553672,0.6035594165459723,3539.0
LLE,AcademicSuccess,16,59,0.7163841807909604,0.691798753685841,0.7163841807909604,0.6824914102213241,3539.0
LLE,BuyCoupon,2,9,0.5644461962948364,0.56710473914775,0.9875173370319,0.7204654692638504,10147.0
LLE,BuyCoupon,2,21,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,2,100,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,5,9,0.5664170279858101,0.5683453237410072,0.986130374479889,0.7210953346855985,10147.0
LLE,BuyCoupon,5,21,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,5,100,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,8,9,0.5668111943240047,0.5687374749498998,0.9840499306518724,0.7208534417068835,10147.0
LLE,BuyCoupon,8,21,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,8,100,0.5683878596767836,0.5683878596767836,1.0,0.7248052274440815,10147.0
LLE,BuyCoupon,11,9,0.5695703586913677,0.5758232235701907,0.9216366158113732,0.7088,10147.0
LLE,BuyCoupon,11,21,0.5668111943240047,0.573009791400596,0.9334257975034674,0.71010287523081,10147.0
LLE,BuyCoupon,11,100,0.5660228616476153,0.5740338688666956,0.9167822468793344,0.706008010680908,10147.0
LLE,BuyCoupon,14,9,0.5679936933385888,0.5752173913043478,0.9174757281553398,0.7071084981293427,10147.0
LLE,BuyCoupon,14,21,0.5668111943240047,0.573009791400596,0.9334257975034674,0.71010287523081,10147.0
LLE,BuyCoupon,14,100,0.5660228616476153,0.5740338688666956,0.9167822468793344,0.706008010680908,10147.0
LLE,BuyCoupon,17,9,0.5695703586913677,0.5760208514335361,0.9195561719833564,0.7083333333333334,10147.0
LLE,BuyCoupon,17,21,0.5668111943240047,0.573009791400596,0.9334257975034674,0.71010287523081,10147.0
LLE,BuyCoupon,17,100,0.5672053606621994,0.5749782040104621,0.9147018030513177,0.7061027837259101,10147.0
LLE,BuyCoupon,20,9,0.5691761923531731,0.5757707338254451,0.9195561719833564,0.7081441922563417,10147.0
LLE,BuyCoupon,20,21,0.5640520299566417,0.573748902546093,0.9063800277392512,0.7026881720430107,10147.0
LLE,BuyCoupon,20,100,0.5679936933385888,0.5754141238012206,0.9153952843273232,0.7066381156316917,10147.0
LLE,BuyCoupon,23,9,0.5691761923531731,0.5757707338254451,0.9195561719833564,0.7081441922563417,10147.0
LLE,BuyCoupon,23,21,0.5675995270003942,0.5762936753648827,0.9036061026352288,0.7037537132055092,10147.0
LLE,BuyCoupon,23,100,0.5679936933385888,0.5758771929824561,0.9105409153952844,0.705534658785599,10147.0
LLE,BuyCoupon,26,9,0.5687820260149783,0.5755208333333334,0.9195561719833564,0.7079551521623064,10147.0
LLE,BuyCoupon,26,21,0.5727236893969255,0.5820348304307974,0.8807212205270458,0.7008830022075055,10147.0
LLE,BuyCoupon,26,100,0.5699645250295625,0.5787348586810229,0.8945908460471568,0.7028057749931899,10147.0
LLE,BuyCoupon,29,9,0.5691761923531731,0.575704989154013,0.920249653259362,0.7082999733119828,10147.0
LLE,BuyCoupon,29,21,0.570752857705952,0.5800453514739229,0.8869625520110958,0.7013984096517687,10147.0
LLE,BuyCoupon,29,100,0.5719353567205361,0.5799640610961365,0.8952843273231623,0.7039258451472192,10147.0
LLE,DryBean,2,9,0.4987146529562982,0.4901014473071918,0.4987146529562982,0.4448878099559062,10888.0
LLE,DryBean,2,22,0.8567756151303709,0.8623328619823941,0.8567756151303709,0.8533292883459199,10888.0
LLE,DryBean,2,104,0.8637532133676092,0.8653532545465834,0.8637532133676092,0.8634333485170723,10888.0
LLE,DryBean,4,9,0.8189496878442893,0.8190893838131458,0.8189496878442893,0.8184537835927492,10888.0
LLE,DryBean,4,22,0.9012118986412044,0.9024262186323668,0.9012118986412044,0.9011213429948496,10888.0
LLE,DryBean,4,104,0.901946382666177,0.9027909114899116,0.901946382666177,0.9017526628632452,10888.0
LLE,DryBean,6,9,0.868160117517444,0.8693328960052699,0.868160117517444,0.8679958979723172,10888.0
LLE,DryBean,6,22,0.9280205655526992,0.9284449627603676,0.9280205655526992,0.9281448168708352,10888.0
LLE,DryBean,6,104,0.9309585016525892,0.9314461304863182,0.9309585016525892,0.9310793449802232,10888.0
LLE,FakeWebsite,2,9,0.6729986431478969,0.7321755027422303,0.6506904955320877,0.6890322580645161,8844.0
LLE,FakeWebsite,2,20,0.757123473541384,0.768160741885626,0.8074735987002437,0.7873267326732674,8844.0
LLE,FakeWebsite,2,94,0.7801899592944369,0.8030919446704637,0.80178716490658,0.8024390243902437,8844.0
LLE,FakeWebsite,4,9,0.7304387155133424,0.8032473734479465,0.6831844029244517,0.7383669885864794,8844.0
LLE,FakeWebsite,4,20,0.8322026232473994,0.8312788906009245,0.8765231519090171,0.8533017002767893,8844.0
LLE,FakeWebsite,4,94,0.8697421981004071,0.8601986249045073,0.9147034930950448,0.8866141732283465,8844.0
LLE,FakeWebsite,6,9,0.793306196291271,0.8037676609105181,0.8318440292445166,0.817564870259481,8844.0
LLE,FakeWebsite,6,20,0.8521031207598372,0.845565749235474,0.8984565393988627,0.8712091374556913,8844.0
LLE,FakeWebsite,6,94,0.900497512437811,0.8939984411535464,0.9317627944760356,0.9124900556881465,8844.0
LLE,FakeWebsite,8,9,0.8032564450474898,0.8138801261829653,0.8383428107229894,0.8259303721488597,8844.0
LLE,FakeWebsite,8,20,0.866576209859792,0.8611111111111112,0.9065800162469536,0.8832607835377919,8844.0
LLE,FakeWebsite,8,94,0.9099954771596562,0.9050235478806908,0.9366368805848904,0.9205588822355288,8844.0
LLE,FakeWebsite,10,9,0.8236092265943012,0.8393866020984665,0.8448415922014623,0.8421052631578948,8844.0
LLE,FakeWebsite,10,20,0.8909995477159657,0.8941082802547771,0.9122664500406172,0.9030960997185364,8844.0
LLE,FakeWebsite,10,94,0.9140660334690184,0.9095200629425648,0.9390739236393176,0.9240607513988808,8844.0
LLE,FakeWebsite,12,9,0.8276797829036635,0.8416398713826366,0.8505280259951259,0.846060606060606,8844.0
LLE,FakeWebsite,12,20,0.8914518317503393,0.8923198733174981,0.9155158407798538,0.9037690457097034,8844.0
LLE,FakeWebsite,12,94,0.929895974672094,0.9222919937205653,0.9545085296506904,0.93812375249501,8844.0
LLE,FakeWebsite,14,9,0.830393487109905,0.8474025974025974,0.8480909829406986,0.8477466504263094,8844.0
LLE,FakeWebsite,14,20,0.8964269561284487,0.8982511923688394,0.9179528838342812,0.9079951787866613,8844.0
LLE,FakeWebsite,14,94,0.9294436906377204,0.9255740300870944,0.949634443541836,0.9374498797113072,8844.0
LLE,Glass,2,5,0.3720930232558139,0.5374953364009452,0.3720930232558139,0.350968992248062,171.0
LLE,Glass,2,13,0.5581395348837209,0.6353820598006644,0.5581395348837209,0.495016611295681,171.0
LLE,Grade,2,6,0.59,0.6435146520146521,0.59,0.5479943564791505,800.0
LLE,Grade,2,9,0.82,0.8255434611235583,0.82,0.8177949460449461,800.0
LLE,Grade,2,28,0.945,0.9468617021276596,0.945,0.9448468969555034,800.0
LLE,Heart,2,6,0.6739130434782609,0.71,0.696078431372549,0.7029702970297029,734.0
LLE,Heart,2,9,0.6684782608695652,0.7411764705882353,0.6176470588235294,0.6737967914438503,734.0
LLE,Heart,2,27,0.7010869565217391,0.7117117117117117,0.7745098039215687,0.7417840375586854,734.0
LLE,Heart,4,6,0.6413043478260869,0.7093023255813954,0.5980392156862745,0.648936170212766,734.0
LLE,Heart,4,9,0.7228260869565217,0.7428571428571429,0.7647058823529411,0.7536231884057971,734.0
LLE,Heart,4,27,0.6956521739130435,0.7017543859649122,0.7843137254901961,0.7407407407407408,734.0
LLE,Heart,6,6,0.6141304347826086,0.6823529411764706,0.5686274509803921,0.6203208556149732,734.0
LLE,Heart,6,9,0.717391304347826,0.7192982456140351,0.803921568627451,0.7592592592592592,734.0
LLE,Heart,6,27,0.7119565217391305,0.7207207207207207,0.7843137254901961,0.7511737089201878,734.0
LLE,Heart,8,6,0.6032608695652174,0.6559139784946236,0.5980392156862745,0.6256410256410256,734.0
LLE,Heart,8,9,0.7445652173913043,0.7391304347826086,0.8333333333333334,0.783410138248848,734.0
LLE,Heart,8,27,0.7391304347826086,0.7368421052631579,0.8235294117647058,0.7777777777777778,734.0
LLE,Parkinsons,2,5,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,Parkinsons,2,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,Parkinsons,4,5,0.8461538461538461,0.8484848484848485,0.9655172413793104,0.9032258064516128,156.0
LLE,Parkinsons,4,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,Parkinsons,6,5,0.8461538461538461,0.8484848484848485,0.9655172413793104,0.9032258064516128,156.0
LLE,Parkinsons,6,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,Parkinsons,8,5,0.8461538461538461,0.8484848484848485,0.9655172413793104,0.9032258064516128,156.0
LLE,Parkinsons,8,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,Parkinsons,10,5,0.8717948717948718,0.8529411764705882,1.0,0.9206349206349206,156.0
LLE,Parkinsons,10,12,0.8205128205128205,0.8055555555555556,1.0,0.8923076923076924,156.0
LLE,StayHospital,2,8,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
LLE,StayHospital,2,19,0.2955,0.79182025,0.2955,0.1348054805094558,7999.0
